-4.616548,2.464397
-5.111123,-0.562688
-5.521809,2.935133
-5.159688,-2.471389
-5.592904,1.859903
-4.441721,-3.074627
-4.205750,0.760677
-5.555832,-0.243941
-4.850033,2.750372
-4.485608,2.301078
-5.292523,-1.962309
-5.338889,-2.251546
-5.216033,1.168043
-4.749975,0.104727
-4.116386,-1.688420
-5.452498,-0.062959
-5.209357,-0.906794
-4.042183,6.165251
-5.813641,0.897217
-4.499681,0.897477
-6.000565,2.023689
-5.609515,0.933424
-5.556039,-1.191724
-5.237762,-2.326576
-5.052682,-0.924980
-4.626763,3.183336
-4.451954,1.170970
-5.150627,-3.385903
-5.491295,-2.344143
-4.940946,-0.337497
-5.673249,-3.387245
-5.056702,3.256368
-4.662460,-4.357988
-5.244780,-1.098940
-3.816150,3.437966
-5.303604,0.562340
-5.802904,1.860705
-3.910934,1.824310
-5.933874,1.217770
-4.439086,-0.050223
-4.944310,-5.591181
-4.068124,2.425102
-5.353814,2.842755
-5.265070,4.162000
-5.923803,-2.205018
-5.273474,-1.754185
-4.392983,-0.890064
-4.645865,-3.194917
-5.021054,1.369551
-4.526331,-2.200159
-4.151346,-0.055515
-5.455137,3.431159
-4.391727,-4.328645
-4.966468,0.117728
-5.089565,2.423232
-4.747847,4.691465
-5.239027,-0.143029
-3.525928,3.051081
-5.042743,-2.377335
-4.365021,1.017051
-4.673708,0.169216
-4.348710,1.767038
-5.732168,0.063014
-4.833376,-2.700152
-3.536470,2.804013
-4.229236,3.016890
-4.965709,1.166699
-4.262697,-0.817206
-5.004042,-1.421257
-4.652250,-4.217102
-4.963338,0.749615
-4.486602,-0.061712
-5.417393,1.184229
-5.062153,-1.657138
-5.534010,-2.552117
-5.129648,2.232569
-5.064225,-1.182624
-6.253342,-1.287884
-5.455727,0.484466
-5.672746,-1.441979
-4.647575,-1.378939
-5.538097,1.347021
-4.139788,3.046313
-4.184567,1.350714
-4.900623,-3.279409
-4.762310,1.931703
-5.272284,1.654045
-4.596955,1.261143
-5.333973,0.445809
-3.893267,-0.166281
-5.326913,-0.764006
-5.223801,3.818345
-6.159570,-3.500746
-4.030549,-2.066695
-6.173399,0.944884
-4.754741,-3.068034
-5.226697,6.161321
-4.418471,1.224546
-5.154480,0.234900
-4.802685,1.453152
-5.146901,-0.492612
-5.124625,1.825218
-5.690687,2.209961
-4.703477,1.133885
-5.473955,-2.641231
-4.390659,-1.339543
-4.981582,-1.484635
-5.367519,-1.405328
-4.011950,-2.214018
-4.942746,-3.424357
-3.998690,-2.350042
-5.512244,-0.011002
-4.652796,-0.493542
-4.937516,-0.367753
-3.748680,4.660703
-4.539988,-0.576817
-4.786191,-1.650522
-5.009348,0.650052
-4.985283,-1.012856
-4.776160,-2.581914
-6.338746,-3.316532
-5.091687,-3.460517
-5.759052,-3.498110
-5.571543,0.346136
-4.718642,0.010802
-5.391985,1.439650
-4.975492,0.589367
-4.635070,0.538663
-4.737224,4.987200
-4.592758,2.133415
-5.754117,-1.985466
-4.331180,2.028176
-5.428258,0.735154
-5.792511,2.025009
-4.399533,2.316287
-5.146417,-1.703189
-5.315035,-0.329745
-5.180346,-1.591716
-4.584818,0.807028
-4.747346,2.147020
-5.006873,0.883627
-3.326012,1.260988
-4.190220,-0.531905
-4.298750,-3.148549
-5.133156,0.804037
-5.471835,4.403491
-5.947331,-0.178294
-5.467339,4.407427
-6.380135,2.367267
-3.910627,1.438514
-4.508607,0.909147
-4.946098,-4.569331
-5.629969,-0.017985
-5.193261,-3.100020
-4.252704,2.708903
-5.120500,-5.864916
-4.384750,-3.055634
-4.909784,-2.782821
-3.555382,6.849942
-4.486476,-0.257512
-4.031914,-4.434629
-3.756988,-0.326762
-5.319305,0.523554
-5.523496,4.463862
-4.123830,-2.051261
-4.993331,4.200710
-4.774313,-0.319055
-5.014352,-5.622322
-5.177925,1.014083
-5.258594,-0.693433
-5.047074,-5.385140
-5.187641,1.284517
-3.871145,-1.613146
-5.524559,-0.379441
-5.514929,-1.411878
-4.556101,-1.775594
-4.038946,-1.014256
-4.866744,1.535987
-5.116942,-3.510684
-4.923480,4.403281
-3.929026,1.140533
-4.957952,-0.073648
-5.029714,4.079007
-4.871594,4.206595
-5.040924,-0.983025
-4.486268,1.924705
-5.381451,4.564741
-5.305615,-0.007776
-5.159512,0.972832
-4.810024,1.120230
-4.738924,3.596284
-5.906749,2.480657
-4.078439,0.078219
-5.387784,-1.290588
-5.398450,-2.246068
-5.341291,0.620979
-4.320143,0.096031
-5.415533,0.886260
-3.851078,-1.814242
-4.986760,5.084239
-5.790205,-1.768785
-4.939593,-4.209518
-5.491927,-1.909397
-5.410537,-3.979103
-4.915908,-5.993529
-5.452320,2.808843
-4.665561,-5.537623
-5.440006,-1.615572
-5.455241,6.427371
